Fecha de captura,Level A,Description level A,Level B,Description level B,Level C,Description level C,Test Function,Configuración,Primary Measurement,Sub Measurement 1,Sub Measurement 2,Sub Measurement 3,Sub Measurement 4,Sub Measurement 5,Sub Measurement 6,Remark,Notas,Activo,Orden de trabajo,ID de usuario,Número de modelo,Nombre de la herramienta,Número de serie
6 dic 2024 10:29:59,3001,,1,,4,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:29:42,3001,,1,,4,,Prueba de aislamiento,L-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:29:31,3001,,1,,4,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:29:09,3001,,1,,4,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:28:44,3001,,1,,3,,Prueba de aislamiento,N-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:28:31,3001,,1,,3,,Prueba de aislamiento,L-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:28:09,3001,,1,,3,,Prueba de aislamiento,N-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:27:57,3001,,1,,3,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:27:47,3001,,1,,3,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:27:25,3001,,1,,3,,Prueba de aislamiento,L-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:27:14,3001,,1,,3,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:27:01,3001,,1,,3,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:25:34,3001,,1,,3,,Prueba de aislamiento,N-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:25:19,3001,,1,,3,,Prueba de aislamiento,L-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:24:58,3001,,1,,3,,Prueba de aislamiento,N-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:24:47,3001,,1,,3,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:24:34,3001,,1,,3,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:24:13,3001,,1,,3,,Prueba de aislamiento,L-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:24:03,3001,,1,,3,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:23:52,3001,,1,,3,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:23:14,3001,,1,,3,,Prueba de aislamiento,N-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:22:55,3001,,1,,3,,Prueba de aislamiento,L-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:22:33,3001,,1,,3,,Prueba de aislamiento,N-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:22:18,3001,,1,,3,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:20:31,3001,,1,,3,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:20:09,3001,,1,,3,,Prueba de aislamiento,L-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:19:54,3001,,1,,3,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:19:37,3001,,1,,3,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:19:14,3001,,1,,3,,Prueba de aislamiento,N-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:19:00,3001,,1,,3,,Prueba de aislamiento,L-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:18:42,3001,,1,,3,,Prueba de aislamiento,N-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:18:06,3001,,1,,3,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:17:47,3001,,1,,3,,Prueba de aislamiento,L-N, > 500.0 Mohm, 517 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:17:28,3001,,1,,3,,Prueba de aislamiento,L-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:17:17,3001,,1,,3,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:16:54,3001,,1,,3,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:16:14,3001,,1,,2,,Prueba de aislamiento,N-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:16:01,3001,,1,,2,,Prueba de aislamiento,L-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:15:40,3001,,1,,2,,Prueba de aislamiento,L-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:15:29,3001,,1,,2,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:15:13,3001,,1,,2,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:14:50,3001,,1,,2,,Prueba de aislamiento,L-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:14:23,3001,,1,,2,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:14:08,3001,,1,,2,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:03:43,3001,,1,,2,,Prueba de aislamiento,N-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:03:31,3001,,1,,2,,Prueba de aislamiento,L-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:02:52,3001,,1,,2,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:02:40,3001,,1,,2,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:02:08,3001,,1,,2,,Prueba de aislamiento,L-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:01:06,3001,,1,,2,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:00:40,3001,,1,,2,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 10:00:05,3001,,1,,2,,Prueba de aislamiento,N-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:59:49,3001,,1,,2,,Prueba de aislamiento,L-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:59:25,3001,,1,,2,,Prueba de aislamiento,N-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:59:14,3001,,1,,2,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:58:57,3001,,1,,2,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:58:37,3001,,1,,2,,Prueba de aislamiento,L-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:58:28,3001,,1,,2,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:57:58,3001,,1,,2,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:57:30,3001,,1,,2,,Prueba de aislamiento,N-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:57:15,3001,,1,,2,,Prueba de aislamiento,L-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:56:49,3001,,1,,2,,Prueba de aislamiento,N-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:56:23,3001,,1,,2,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:56:08,3001,,1,,2,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:55:45,3001,,1,,2,,Prueba de aislamiento,L-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:55:36,3001,,1,,2,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:55:20,3001,,1,,2,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:54:50,3001,,1,,2,,Prueba de aislamiento,N-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:54:32,3001,,1,,2,,Prueba de aislamiento,L-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:54:09,3001,,1,,2,,Prueba de aislamiento,N-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:53:58,3001,,1,,2,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:53:44,3001,,1,,2,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:53:07,3001,,1,,2,,Prueba de aislamiento,L-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:52:57,3001,,1,,2,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:52:39,3001,,1,,2,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:51:34,3001,,1,,1,,Prueba de aislamiento,N-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:51:16,3001,,1,,1,,Prueba de aislamiento,L-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:50:51,3001,,1,,1,,Prueba de aislamiento,N-PE, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:50:29,3001,,1,,1,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:50:16,3001,,1,,1,,Prueba de aislamiento,L-N, > 500.0 Mohm, 520 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:49:42,3001,,1,,1,,Prueba de aislamiento,L-PE, 0.90 Mohm, 514 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
6 dic 2024 09:49:31,3001,,1,,1,,Prueba de aislamiento,L-N, > 500.0 Mohm, 518 V DC,,,,,,,,No asignado,,cvc.17.06@gmail.com,FLUKE 1664FC,1664FC Prueba,4012368
